Sample ID,Sample Date,Latitude,Longitude,Hardness,PH,SI (CO2(g)),SOR,TDS,TTHM,Alkalinity,DO,EC (Field),ORP (mV),pH (Field),Res Cl,Temp (Field),Turbidity (Lab),Ammonia,Boron,Bromate,Bromide,Calcium,Chlorate,Chloride,Chlorite,Cyanide,Fluoride,HS (Field),HS (Lab),Iodide,Iron,Magnesium,Manganese,Nitrate (as NO3),Nitrite (as NO2),Phosphate,Potassium,Silica,Sodium,Sulfate,"Gross ?, Bq/L"
11,19/06/2011,28.39660072,36.75331116,232.6999969,7.880000114,-1.650599957,,449.7999878,0,170,5.119999886,772,439,6.989999771,0.02,31.20000076,0.300000012,<0.03,,<0.0004,,58.90000153,,87.30000305,,,0.270000011,,,,,20.5,,7.300000191,,<0.04,4.400000095,,47,54.09999847,0
12,19/06/2011,28.40673065,36.70568085,303,7.650000095,-1.617499948,,665.7999878,0,200,4,1100,449,7.010000229,0.02,29.87999916,0.300000012,<0.03,,<0.0004,,70.19999695,,143,,,0.239999995,,,,,30.60000038,,7.900000095,,<0.04,4.900000095,,89,120,0
13,19/06/2011,28.40866089,36.58478165,127.3000031,7.440000057,-3.348500013,,258,0,90,5.880000114,400,508,8.380000114,0.01,28.30999947,0.200000003,<0.03,,<0.0004,,40.09999847,,37.79999924,,,0.300000012,,,,,6.5,,18,,<0.04,3,,27,35.29999924,0
14,19/06/2011,28.40523911,36.59801865,358.3999939,7.610000134,-1.612400055,,822.5,0,200,5.480000019,1090,427,7,0.02,30.06999969,0.400000006,<0.03,,<0.0004,,75.19999695,,247,,,0.400000006,,,,,40.90000153,,12,,<0.04,5,,127,115,0
15,19/06/2011,28.41860008,36.65914154,246.8999939,7.71999979,-1.745300055,,491.5,0,170,5.710000038,873,439,7.090000153,0.02,32.34999847,0.200000003,<0.03,,<0.0004,,60.59999847,,104,,,0.200000003,,,,,22.89999962,,6.900000095,,<0.04,5.199999809,,55,66.69999695,0
16,19/06/2011,28.40428925,36.59674835,240.8000031,8.460000038,-0.9472,,494.5,0,170,5.190000057,872,416,6.300000191,0.039999999,33.25999832,0.200000003,<0.03,,<0.0004,,62,,109,,,0.180000007,,,,,20.60000038,,8,,<0.04,3.900000095,,59,61.79999924,0
17,19/06/2011,28.42468071,36.64191055,1030.300049,6.21999979,-1.808699965,,3102.800049,0,255,3.569999933,6518,379,7.329999924,,41.43000031,0.200000003,<0.03,,<0.0004,,140.3000031,,976,,,0.150000006,,,,,163.1000061,,97,,<0.04,9.199999809,,657,805,0
18,19/06/2011,28.42468071,36.64191055,1035.800049,6.239999771,-1.817600012,,3116,0,250,3.569999933,6518,379,7.329999924,0.039999999,41.43000031,0.100000001,<0.03,,<0.0004,,140.5,,981,,,0.150000006,,,,,164.3000031,,98,,<0.04,9,,664,809,0
19,19/06/2011,28.40633011,36.57189178,71.09999847,9.75,-2.221699953,,157.8000031,0,50,6.690000057,254,486,7.039999962,0.02,29.56999969,0.100000001,<0.03,,<0.0004,,21.10000038,,36.90000153,,,0.039999999,,,,,4.400000095,,3.200000048,,<0.04,1.200000048,,22,19,0
20,19/06/2011,28.40788078,36.5875206,52.79999924,10.47000027,-1.538200021,,122.5,0,50,3.25999999,161,406,6.380000114,0.02,32.29999924,0.100000001,<0.03,,<0.0004,,17.10000038,,24.79999924,,,0.039999999,,,,,2.400000095,,3.900000095,,<0.04,1.600000024,,17,5.699999809,0
21,19/06/2011,28.40092087,36.5831604,256.7999878,7.489999771,-1.882699966,,526.2999878,0,170,4.699999809,944,506,7.230000019,0.029999999,33.11000061,0.200000003,<0.03,,<0.0004,,65.69999695,,123,,,0.170000002,,,,,22.20000076,,9.5,,<0.04,4.099999905,,64,67.59999847,0
22,19/06/2011,28.4081192,36.58678055,242.8000031,7.630000114,-1.601799965,,489.5,0,170,3.25,1008,383,6.980000019,,37.20000076,0.200000003,<0.03,,<0.0004,,62.29999924,,106,,,0.180000007,,,,,20.89999962,,8.199999809,,<0.04,3.900000095,,57,61,0
23,19/06/2011,28.4081192,36.58678055,242.3000031,7.619999886,-1.601699948,,488.7999878,0,170,3.25,1008,383,6.980000019,0.050000001,37.20000076,0.200000003,<0.03,,<0.0004,,62.90000153,,107,,,0.189999998,,,,,20.39999962,,7.900000095,,<0.04,3.799999952,,56,60.59999847,0
24,19/06/2011,28.3980999,36.58058929,262.7999878,7.25,-2.113100052,,553.0999756,0,180,4.909999847,941,476,7.46999979,0.050000001,31.26000023,0.200000003,<0.03,,<0.0004,,67.30000305,,129,,,0.159999996,,,,,22.70000076,,10,,<0.04,4.199999809,,69,70.69999695,0
25,20/06/2011,28.42967987,35.53765106,211.8000031,9.600000381,0.216600001,,453.8999939,0,220,4.300000191,549,457,5.199999809,,24.95999908,0.200000003,<0.03,0.096000001,,,64.19999695,<0.0002,21.79999924,<0.0012,<0.01,0.109999999,0,<0.02,,0.0029,12.30000019,<0.00007,49,,<0.04,1.200000048,28.10000038,38,18.60000038,0
26,20/06/2011,28.42967987,35.53765106,210.3000031,9.619999886,0.216700003,0.034074076,453.7000122,0,220,4.300000191,549,457,5.199999809,,24.95999908,0.200000003,<0.03,0.108000003,,,63.59999847,<0.0002,22.5,<0.0012,<0.01,0.129999995,0,<0.02,,0.0026,12.30000019,<0.00007,49,0.050000001,<0.04,1.200000048,27.70000076,38,18.70000076,5.99
27,20/06/2011,28.39790916,36.57709885,261.8999939,8.359999657,-1.208899975,6.166666508,556.2999878,0,150,3.059999943,969,529,6.5,,32.63999939,0.200000003,<0.03,0.101999998,,,64.59999847,<0.0002,142,<0.0012,<0.01,0.140000001,0,<0.02,,0.0061,24.10000038,0.0074,12,0.01,<0.04,4.099999905,13.69999981,70,75,6.22
28,20/06/2011,28.39790916,36.57709885,263.1000061,8.369999886,-1.208999991,,559.5999756,0,150,3.059999943,969,529,6.5,,32.63999939,0.200000003,<0.03,0.101999998,,,64.40000153,<0.0002,142,<0.0012,<0.01,0.140000001,0,<0.02,,0.0069,24.5,0.0078,12,,<0.04,4.300000191,14.80000019,71,75.80000305,0
29,20/06/2011,28.0243206,35.25883102,757.5,6.119999886,-1.866899967,,2032.199951,0,250,2.079999924,3337,327,7.340000153,,33.34999847,0.800000012,<0.03,0.575999975,,,215.5,<0.0002,510,<0.0012,<0.01,2.5,0,<0.02,,0.049400002,52.5,<0.00007,9.5,0.02,<0.04,3,32.20000076,352,601,1.42
30,20/06/2011,28.38764,35.60543823,258.6000061,9.300000191,0.0142,,503.6000061,0,200,5.380000114,679,291,5.369999886,,27.06999969,0.600000024,<0.03,0.126000002,,,76.59999847,<0.0002,45.20000076,<0.0012,<0.01,0.349999994,0,<0.02,,0.0114,16.10000038,<0.00007,59,0.01,<0.04,1.100000024,27.79999924,36,40.70000076,1.73
31,20/06/2011,28.39739037,36.5774498,260.7999878,7.980000019,-1.618399978,,547.9000244,,140,4.590000153,1003,689,6.889999866,0.150000006,34.25999832,0.300000012,<0.03,0.090000004,<0.0004,,64,<0.0002,142,<0.0012,<0.01,0.129999995,,<0.02,,0.0189,24.20000076,<0.00007,12,0.01,<0.04,4.099999905,14.60000038,71,75.90000153,0
32,20/06/2011,28.39739037,36.5774498,262.7999878,7.96999979,-1.618600011,,549.7000122,,140,4.590000153,1003,689,6.889999866,,34.25999832,0.200000003,<0.03,0.111000001,<0.0004,,64.80000305,<0.0002,142,<0.0012,<0.01,0.150000006,,<0.02,,0.0145,24.20000076,<0.00007,12,,<0.04,3.900000095,14.89999962,71,76.69999695,0
33,20/06/2011,28.02469063,35.25873184,1005,6.170000076,-1.669100046,0.034074076,2151.399902,0,250,6.829999924,3075,302,7.119999886,,30.28000069,0.5,<0.03,0.448000014,,,300,<0.0002,371,<0.0012,<0.01,1.799999952,0,<0.02,,0.0122,61.20000076,0.0129,1.200000048,0,<0.04,2.700000048,38.09999847,265,854,2.36
34,20/06/2011,28.38225937,35.78303146,218.8000031,8.800000191,-0.676500022,0.077037036,443,0,190,5.980000019,582,427,6.039999962,,26.88999939,0.699999988,<0.03,0.123999998,,,66,<0.0002,43.79999924,<0.0012,<0.01,0.389999986,0,<0.02,,0.0014,12.89999962,<0.00007,33,0,<0.04,0.600000024,28.39999962,36,31.20000076,2.3
35,20/06/2011,28.38834,36.57793045,245.1000061,8.449999809,-1.225700021,7.000740528,514.5,0,140,3.470000029,903,504,6.489999771,,32.81999969,0.300000012,<0.03,0.119999997,,,62.20000076,<0.0002,130,<0.0012,<0.01,0.159999996,,<0.02,,0.0025,21.5,<0.00007,9.899999619,0.01,<0.04,3.900000095,14,64,68.19999695,9.61
36,20/06/2011,28.02430916,35.25883102,1136.199951,5.559999943,-1.807999969,,2321,,300,7.610000134,3474,374,7.349999905,,33.27999878,2.299999952,<0.03,0.333000004,<0.0004,,342.2999878,<0.0002,379,<0.0012,<0.01,1.899999976,,<0.02,,0.0033,67.30000305,0.0142,0.920000017,,<0.04,3,37.59999847,274,915,0
37,20/06/2011,28.02430916,35.25883102,1145.599976,5.559999943,-1.808300018,,2327.100098,,300,7.610000134,3474,374,7.349999905,0.050000001,33.27999878,2.400000095,<0.03,0.382999986,<0.0004,,344.8999939,<0.0002,379,<0.0012,<0.01,1.899999976,,<0.02,,0.0039,68,0.0123,0.920000017,0.01,<0.04,3,36.40000153,275,918,0
38,20/06/2011,28.38240051,35.78308868,217.3000031,8.369999886,-1.072600007,,442.3999939,,190,6.900000095,589,418,6.440000057,0.07,27.53000069,0.200000003,<0.03,0.112000003,<0.0004,,65.90000153,<0.0002,43.79999924,<0.0012,<0.01,0.379999995,,<0.02,,0.0064,12.60000038,0.0095,33,0,<0.04,0.800000012,28.5,36,31.39999962,0
39,20/06/2011,28.38240051,35.78308868,219,8.369999886,-1.072700024,,442.7999878,,190,6.900000095,589,418,6.440000057,,27.53000069,0.300000012,<0.03,0.112000003,<0.0004,,66.09999847,<0.0002,43.79999924,<0.0012,<0.01,0.370000005,,<0.02,,0.0061,12.89999962,0.0088,32,,<0.04,0.800000012,29.39999962,36,31.39999962,0
40,20/06/2011,28.02462959,35.25870132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
41,20/06/2011,28.38812065,36.57901001,246.8000031,8.43999958,-1.223199964,8.246666908,516.7999878,0,140,3.960000038,911,455,6.489999771,,33.20999908,0.200000003,<0.03,0.112000003,,,62.20000076,<0.0002,130,<0.0012,<0.01,0.170000002,0,<0.02,,0.0024,21.89999962,<0.00007,10,0,<0.04,3.900000095,13.60000038,63,71.40000153,7.16
42,20/06/2011,28.39075089,36.59223175,239.8999939,8.430000305,-1.20599997,13.09518528,506.6000061,0,150,3.980000019,863,440,6.5,,32.68000031,0.300000012,<0.03,0.107000001,,,59.29999924,<0.0002,122,<0.0012,<0.01,0.150000006,0,<0.02,,0.0056,22,<0.00007,9.399999619,0.02,<0.04,3.900000095,13.60000038,60,65.69999695,10.57
43,20/06/2011,28.40704918,36.59006882,240.8000031,8.420000076,-1.205199957,13.36407375,503,0,150,4.510000229,858,409,6.5,,32.79000092,0.200000003,<0.03,0.101999998,,,59.79999924,<0.0002,119,<0.0012,<0.01,0.180000007,0,<0.02,,0.0031,21.89999962,<0.00007,8.899999619,0.01,<0.04,3.900000095,13.60000038,59,66.19999695,8.56
44,20/06/2011,28.28236008,35.46659851,185.3999939,7.260000229,-2.673700094,3.500740767,411.2000122,0,120,4.800000191,626,366,7.860000134,,31.88999939,0.300000012,<0.03,0.129999995,,,60,<0.0002,47.90000153,<0.0012,<0.01,1,0,<0.02,,0.0061,8.5,0.0059,42,0.01,<0.04,1.399999976,31,40,58.79999924,1.9
45,20/06/2011,28.28236008,35.46659851,185.8000031,7.260000229,-2.673799992,,410.5,0,120,4.800000191,626,366,7.860000134,,31.88999939,0.300000012,<0.03,0.115999997,,,60.29999924,<0.0002,47.20000076,<0.0012,<0.01,1,0,<0.02,,0.0067,8.399999619,0.0055,41,,<0.04,1.399999976,31.60000038,40,59,0
46,20/06/2011,28.41227913,36.59341812,236.6000061,8.430000305,-1.205800056,,498.7000122,0,150,4.519999981,847,384,6.5,,32.65999985,0.100000001,<0.03,0.089000002,,,59.29999924,<0.0002,116,<0.0012,<0.01,0.170000002,0,<0.02,,0.0058,21.20000076,<0.00007,9,,<0.04,3.599999905,14.80000019,58,66,0
47,20/06/2011,28.41227913,36.59341812,238,8.43999958,-1.205899954,13.83444405,497.8999939,0,150,4.519999981,847,384,6.5,,32.65999985,0.200000003,<0.03,0.090999998,,,58.70000076,<0.0002,117,<0.0012,<0.01,0.180000007,0,<0.02,,0.0062,21.89999962,<0.00007,9.199999809,0.01,<0.04,3.799999952,13.5,58,65.09999847,9.57
48,20/06/2011,28.53019905,35.67963028,268.7999878,8.119999886,-1.779500008,0.050370369,585.5,0,110,5.480000019,843,331,6.909999847,,28.92000008,1.100000024,<0.03,0.173999995,,,86,<0.0002,102,<0.0012,<0.01,0.769999981,0,<0.02,,0.019400001,12.89999962,0.0076,44,0.050000001,<0.04,0.899999976,27.89999962,64,136,6.89
49,20/06/2011,28.52594948,35.67589188,269.7000122,7.949999809,-1.391499996,,562.9000244,0,150,6.940000057,892,362,6.679999828,,32.20999908,0.300000012,<0.03,0.165999994,<0.0004,,85.69999695,<0.0002,89.30000305,<0.0012,<0.01,0.660000026,,<0.02,,0.0252,13.30000019,<0.00007,45,,<0.04,1,28.39999962,56,93.5,0
50,20/06/2011,28.52594948,35.67589188,272.3999939,7.940000057,-1.391800046,,568,,150,6.940000057,892,362,6.679999828,0.039999999,32.20999908,0.5,<0.03,0.159999996,<0.0004,,86.80000305,<0.0002,90.5,<0.0012,<0.01,0.680000007,,<0.02,,0.0266,13.30000019,<0.00007,46,0.01,<0.04,0.899999976,28,57,94.80000305,0
51,20/06/2011,28.28531075,35.78189087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
52,20/06/2011,28.48538017,35.66899872,259,8.079999924,-0.989700019,0.025925925,583,0,200,5.619999886,847,386,6.389999866,,30.11000061,0.200000003,<0.03,0.156000003,,,85.09999847,<0.0002,76.09999847,<0.0012,<0.01,0.75999999,0,<0.02,,0.0018,11.10000038,<0.00007,34,0.02,<0.04,0.600000024,31.70000076,63,79.80000305,5.15
53,20/06/2011,28.48538017,35.66899872,260.2999878,8.079999924,-0.989799976,,581.4000244,0,200,5.619999886,847,386,6.389999866,,30.11000061,0.600000024,<0.03,0.150999993,,,85.80000305,<0.0002,75.5,<0.0012,<0.01,0.720000029,0,<0.02,,0.0016,11,<0.00007,33,,<0.04,0.600000024,31.89999962,63,79,0
54,20/06/2011,28.3453598,36.17008972,179.5,7.579999924,-2.714099884,0.704444468,362.1000061,0,110,6.989999771,524,366,7.840000153,,28.10000038,0.200000003,<0.03,0.148000002,,,54.29999924,<0.0002,70.90000153,<0.0012,<0.01,0.25999999,0,<0.02,,0.0196,10.5,0.0035,17,0,<0.04,1.299999952,12.60000038,44,40.59999847,3.14
55,20/06/2011,28.3453598,36.17008972,179.8000031,7.579999924,-2.714099884,,360.3999939,0,110,6.989999771,524,366,7.840000153,,28.10000038,0.600000024,<0.03,0.147,,,54.09999847,<0.0002,70.30000305,<0.0012,<0.01,0.230000004,0,<0.02,,0.0221,10.69999981,0.0039,17,,<0.04,1.200000048,12.30000019,44,39.90000153,0
56,21/06/2011,28.42719078,36.57841873,255,8.029999733,-1.169999957,,534.9000244,0,190,3.670000076,883,377,6.570000172,,33.38000107,0.200000003,<0.03,0.093000002,,,67,<0.0002,108,<0.0012,<0.01,0.170000002,0,<0.02,,0.0062,21,<0.00007,8.300000191,,<0.04,4,14.89999962,61,59.90000153,0
57,21/06/2011,28.42719078,36.57841873,256.5,8.039999962,-1.181599975,11.41481495,531.5999756,0,185,3.670000076,883,377,6.570000172,,33.38000107,0.200000003,<0.03,0.090000004,,,67.59999847,<0.0002,109,<0.0012,<0.01,0.170000002,0,<0.02,,0.0069,21,<0.00007,8.300000191,0,<0.04,3.900000095,15.10000038,60,60.90000153,8.51
58,21/06/2011,28.4373703,36.55979919,273,8.010000229,-1.175400019,10.4911108,593.7999878,0,170,2.910000086,990,331,6.539999962,,35.61999893,0.300000012,<0.03,0.090999998,,,72.19999695,<0.0002,121,<0.0012,<0.01,0.119999997,0,<0.02,,0.0077,22.20000076,<0.00007,8.699999809,0,<0.04,4.199999809,15.69999981,72,107,6.85
59,21/06/2011,28.41399002,36.55886841,274.8999939,8.029999733,-1.193600059,7.750740528,579.9000244,0,170,3.519999981,995,359,6.550000191,,34.40000153,0.5,<0.03,0.092,,,73.80000305,<0.0002,127,<0.0012,<0.01,0.159999996,0,<0.02,,0.0089,21.70000076,<0.00007,8.800000191,0,<0.04,4.199999809,15.10000038,70,88.5,7.29
60,21/06/2011,27.27518082,36.47977829,278.2999878,6.809999943,-2.092600107,,696.5,0,210,4.929999828,1142,394,7.539999962,,35.54999924,0.100000001,<0.03,0.163000003,,,75,<0.0002,114,<0.0012,<0.01,0.550000012,0,<0.02,,0.0093,21.79999924,0.0068,29,,<0.04,0.899999976,40.59999847,96,108,0
61,21/06/2011,27.27518082,36.47977829,279.2999878,6.829999924,-2.103100061,,692.5,0,205,4.929999828,1142,394,7.539999962,,35.54999924,0.100000001,<0.03,0.156000003,,,75.19999695,<0.0002,114,<0.0012,<0.01,0.560000002,0,<0.02,,0.0104,21.89999962,0.0078,29,0,<0.04,0.899999976,41.20000076,96,108,1.37
62,21/06/2011,27.43177986,36.56053925,230.5,6.849999905,-2.172600031,,550.4000244,0,250,5.739999771,821,386,7.679999828,,32.40999985,0.699999988,<0.03,0.123000003,,,57.20000076,<0.0002,36.70000076,<0.0012,<0.01,0.230000004,0,<0.02,,0.0062,21,<0.00007,23,0.02,<0.04,0.699999988,38.59999847,64,58.40000153,
63,21/06/2011,27.43177986,36.56053925,231.3000031,6.849999905,-2.172699928,,553,0,250,5.739999771,821,386,7.679999828,,32.40999985,0.5,<0.03,0.127000004,,,57.5,<0.0002,36.29999924,<0.0012,<0.01,0.239999995,0,<0.02,,0.0075,21,<0.00007,24,,<0.04,0.699999988,37.59999847,65,60.09999847,0
64,21/06/2011,27.27514076,36.47784042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
65,21/06/2011,27.43174934,36.56068039,233.1999969,6.980000019,-2.168400049,,546.7000122,0,235,4.880000114,812,390,7.639999866,,31.18000031,4.300000191,<0.03,0.122000001,,,58.09999847,<0.0002,41,<0.0012,<0.01,0.230000004,0,<0.02,,0.0008,21.10000038,<0.00007,24,0.029999999,<0.04,0.899999976,39,66,60.79999924,0.49
66,21/06/2011,28.40278053,36.55093002,269.7000122,7.96999979,-1.312100053,10.36185169,601.9000244,0,170,6.769999981,989,381,6.659999847,,33.22000122,0.200000003,<0.03,0.090999998,,,73.69999695,<0.0002,133,<0.0012,<0.01,0.140000001,0,<0.02,,0.0049,20.5,<0.00007,9.600000381,0,<0.04,4,14.80000019,77,98.5,5.83
67,21/06/2011,27.42845917,36.55170059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68,21/06/2011,27.27062035,36.48323822,291.2000122,7.019999981,-1.784600019,,727.4000244,,245,4.75,1088,392,7.28000021,0.050000001,32.33000183,0.200000003,<0.03,0.162,<0.0004,,78.30000305,<0.0002,106,<0.0012,<0.01,0.479999989,,<0.02,,0.0038,22.89999962,0.0028,30,0,<0.04,0.800000012,39.90000153,97,107,0
69,21/06/2011,27.27062035,36.48323822,291.2999878,7.039999962,-1.793499947,,720.4000244,,240,4.75,1088,392,7.28000021,,32.33000183,0.200000003,<0.03,0.165999994,<0.0004,,78.5,<0.0002,105,<0.0012,<0.01,0.5,,<0.02,,0.0049,22.79999924,0.0032,29,,<0.04,0.899999976,40.70000076,97,106,0
70,21/06/2011,28.40225983,36.55154037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
71,21/06/2011,28.39138031,36.55208969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
72,21/06/2011,27.40126991,36.51013184,1040.199951,6.199999809,-1.98969996,,1607.900024,0,190,5.230000019,2937,338,7.320000172,,30.82999992,0.400000006,<0.03,0.178000003,,,287.8999939,<0.0002,610,<0.0012,<0.01,0.090000004,0,<0.02,,0.0057,76.90000153,0.0081,30,0,<0.04,1,37,120,253,0.59
73,21/06/2011,28.39229965,36.55475998,300,8.090000153,-1.086099982,10.41518497,660.7000122,0,180,3.980000019,1100,373,6.449999809,,32.31000137,0.200000003,<0.03,0.093999997,,,81,<0.0002,163,<0.0012,<0.01,0.170000002,0,<0.02,,0.0053,23.39999962,<0.00007,10,0,<0.04,4.300000191,13.89999962,87,97.19999695,5.85
74,21/06/2011,27.34527016,36.49819183,468.6000061,6.619999886,-2.201999903,,1022.900024,0,230,5.210000038,1548,411,7.630000114,,29.12000084,0.100000001,<0.03,0.149000004,,,105.5999985,<0.0002,256,<0.0012,<0.01,0.349999994,0,<0.02,,0.0017,49.09999847,<0.00007,34,0.01,<0.04,0.400000006,48.5,132,166,
75,21/06/2011,28.38648033,36.56494141,259.7000122,8,-1.151000023,6.632963181,574.7999878,0,197,4.940000057,916,372,6.559999943,,32.56000137,0.300000012,<0.03,0.082000002,,,70.69999695,<0.0002,120,<0.0012,<0.01,0.209999993,0,<0.02,,0.0022,19.89999962,0.0027,8.800000191,0.01,<0.04,3.700000048,14.39999962,72,67.5,6.23
76,21/06/2011,28.38648033,36.56494141,258,7.989999771,-1.144400001,,578.5999756,0,200,4.940000057,916,372,6.559999943,,32.56000137,0.200000003,<0.03,0.085000001,,,70.19999695,<0.0002,119,<0.0012,<0.01,0.200000003,0,<0.02,,0.0019,19.79999924,0.0024,8.600000381,,<0.04,3.700000048,14.39999962,73,69.09999847,0
77,21/06/2011,27.39698029,36.50090027,1041.800049,5.880000114,-2.02489996,,1626.699951,,210,5.480000019,3087,320,7.420000076,0.029999999,34.49000168,0.300000012,<0.03,0.201000005,<0.0004,,288.2000122,<0.0002,612,<0.0012,<0.01,0.090000004,,<0.02,,0.018200001,77.09999847,0.0126,30,0,<0.04,1,35.29999924,120,253,0
78,21/06/2011,27.39698029,36.50090027,1035.800049,5.900000095,-2.035000086,,1623.800049,,205,5.480000019,3087,320,7.420000076,,34.49000168,0.200000003,<0.03,0.195999995,<0.0004,,286.2999878,<0.0002,614,<0.0012,<0.01,0.100000001,,<0.02,,0.021299999,76.80000305,0.0108,30,,<0.04,1,35.59999847,119,256,0
79,21/06/2011,27.43796921,36.29949188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
80,21/06/2011,27.61154938,36.45069885,261.1000061,6.570000172,-2.230099916,,571,0,255,3.25999999,849,369,7.760000229,,35.24000168,0.100000001,<0.03,0.097999997,,,63.09999847,<0.0002,68.30000305,<0.0012,<0.01,0.379999995,0,<0.02,,0.0082,24.79999924,<0.00007,11,0.029999999,<0.04,1.899999976,33.20000076,61,51.79999924,
81,21/06/2011,27.47267914,36.32212067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
82,21/06/2011,27.10518074,36.304039,430.2999878,6.71999979,-1.899000049,,2038.5,0,305,4.980000019,3395,350,7.460000038,,32.18999863,0.300000012,<0.03,0.561999977,,,81.30000305,<0.0002,511,<0.0012,<0.01,2.700000048,0,<0.02,,0.0021,54.5,<0.00007,49,0.02,<0.04,1,72.5,488,471,
83,22/06/2011,28.38097,36.57030869,257.7999878,8.25,-1.267500043,6.376666546,535.9000244,0,150,3.950000048,904,462,6.559999943,,32.75,0.200000003,<0.03,0.097999997,,,68.09999847,<0.0002,133,<0.0012,<0.01,0.189999998,0,<0.02,,0.0027,21,<0.00007,10,0.01,<0.04,3.799999952,14,64,71.30000305,3.88
84,22/06/2011,28.38097,36.57030869,259.2999878,8.239999771,-1.26760006,,536.5,0,150,3.950000048,904,462,6.559999943,,32.75,<0.1,<0.03,0.101000004,,,68.90000153,<0.0002,132,<0.0012,<0.01,0.180000007,0,<0.02,,0.0029,20.89999962,<0.00007,10,,<0.04,3.799999952,14.10000038,65,71.09999847,0
